Pakrat v0.95 - by Rof (rof@mellish.org.uk)
Listing pak files from /home/insserver/serverfiles/insurgency/maps/takbar_b5.bsp
Pak file at offset 40786456, length 126476601 bytes
Pak lump entries: 4677
materials/maps/takbar_b5/tak_bar_textures/tb_sandrubble02_blend_wvt_patch.vmt   (Material,  175 bytes)
materials/maps/takbar_b5/maps/market/mog_plaster_02_blend_wvt_patch.vmt   (Material,  155 bytes)
materials/maps/takbar_b5/maps/market/mog_plaster_brown_03_blend_wvt_patch.vmt   (Material,  325 bytes)
materials/maps/takbar_b5/tak_bar_textures/tb_sidewalk02_blend_wvt_patch.vmt   (Material,  126 bytes)
materials/maps/takbar_b5/maps/afghanistan/afg_blendwall_09_wvt_patch.vmt   (Material,  160 bytes)
materials/maps/takbar_b5/tak_bar_textures/tb_road_sand_blend_wvt_patch.vmt   (Material,  126 bytes)
materials/maps/takbar_b5/maps/verticality/blends/blend_vert_concrete_01_wvt_patch.vmt   (Material,  185 bytes)
materials/maps/takbar_b5/tak_bar_textures/tb_sanddirt_blend_wvt_patch.vmt   (Material,  171 bytes)
materials/maps/takbar_b5/tak_bar_textures/tb_debri_blend_wvt_patch.vmt   (Material,  174 bytes)
materials/maps/takbar_b5/maps/market/mog_plaster_brown_04_blend_wvt_patch.vmt   (Material,  325 bytes)
materials/maps/takbar_b5/maps/buhriz/buh_blend_sand_wet_wvt_patch.vmt   (Material,  179 bytes)
materials/maps/takbar_b5/maps/market/mog_plaster_brown_05_blend_wvt_patch.vmt   (Material,  325 bytes)
materials/maps/takbar_b5/maps/verticality/blends/blend_mog_wood_01_snow_wvt_patch.vmt   (Material,  287 bytes)
materials/maps/takbar_b5/maps/market/mog_plaster_brick_01_blend_wvt_patch.vmt   (Material,  212 bytes)
materials/maps/takbar_b5/maps/buhriz/buh_blend_bunk_plaster_01_wvt_patch.vmt   (Material,  333 bytes)
materials/maps/takbar_b5/maps/afghanistan/afg_blendwall_02_wvt_patch.vmt   (Material,  168 bytes)
materials/maps/takbar_b5/cincy/maps/terrain/tell_blend_tile2_sand_wvt_patch.vmt   (Material,  149 bytes)
materials/maps/takbar_b5/maps/ramadi/blend_ram_dirt_rubble_01_wvt_patch.vmt   (Material,  217 bytes)
materials/maps/takbar_b5/maps/market/mog_plaster_01_blend_wvt_patch.vmt   (Material,  155 bytes)
materials/maps/takbar_b5/maps/verticality/vert_wall_01_wvt_patch.vmt   (Material,  321 bytes)
materials/maps/takbar_b5/maps/verticality/blends/blend_panj_wall_01_03_wvt_patch.vmt   (Material,  293 bytes)
materials/maps/takbar_b5/tak_bar_textures/tb_stonewal_blend_wvt_patch.vmt   (Material,  181 bytes)
materials/maps/takbar_b5/maps/terrain/blend_sand_tiles03_ir_wvt_patch.vmt   (Material,  372 bytes)
materials/maps/takbar_b5/maps/verticality/blends/blend_rev_ceiling_01_snow_wvt_patch.vmt   (Material,  301 bytes)
materials/maps/takbar_b5/maps/ramadi/blend_ram_dirt_road_01_wvt_patch.vmt   (Material,  170 bytes)
materials/maps/takbar_b5/maps/market/mog_plaster_green_01_blend_wvt_patch.vmt   (Material,  81 bytes)
materials/maps/takbar_b5/maps/verticality/blends/blend_panj_wall_01_snow_wvt_patch.vmt   (Material,  293 bytes)
materials/maps/takbar_b5/maps/revolt/rev_exterior_01_blend_wvt_patch.vmt   (Material,  155 bytes)
materials/maps/takbar_b5/maps/afghanistan/afg_blendwall_03b_wvt_patch.vmt   (Material,  161 bytes)
materials/maps/takbar_b5/maps/mogadishu/mog_blend_sand_01b_det_wvt_patch.vmt   (Material,  213 bytes)
materials/maps/takbar_b5/maps/terrain/rubble002_blend_wvt_patch.vmt   (Material,  189 bytes)
